Time, Global Time,Voltage
µsec, lmao,V
654381932,0/0/0_0:0:0.0,104
655391934,0/0/0_0:0:0.0,112
656411927,0/0/0_0:0:0.0,98
657421936,0/0/0_0:0:0.0,122
658431934,0/0/0_0:0:0.0,121
659441934,0/0/0_0:0:0.0,96
660451934,0/0/0_0:0:0.0,96
661471937,0/0/0_0:0:0.0,120
662481932,0/0/0_0:0:0.0,121
663501934,0/0/0_0:0:0.0,121
664521934,0/0/0_0:0:0.0,120
665531919,0/0/0_0:0:0.0,82
666541938,0/0/0_0:0:0.0,86
667551934,0/0/0_0:0:0.0,111
668571934,0/0/0_0:0:0.0,114
669581936,0/0/0_0:0:0.0,116
670591925,0/0/0_0:0:0.0,116
671601932,0/0/0_0:0:0.0,116
672621918,0/0/0_0:0:0.0,117
673641934,0/0/0_0:0:0.0,117
674651934,0/0/0_0:0:0.0,117
675661918,0/0/0_0:0:0.0,118
676681932,0/0/0_0:0:0.0,118
677691931,0/0/0_0:0:0.0,118
678711932,0/0/0_0:0:0.0,118
679721918,0/0/0_0:0:0.0,118
680741934,0/0/0_0:0:0.0,118
681751935,0/0/0_0:0:0.0,118
682761934,0/0/0_0:0:0.0,118
683771918,0/0/0_0:0:0.0,118
684791932,0/0/0_0:0:0.0,119
685811918,0/0/0_0:0:0.0,119
686821937,0/0/0_0:0:0.0,119
687841936,0/0/0_0:0:0.0,119
688851916,0/0/0_0:0:0.0,119
689861916,0/0/0_0:0:0.0,119
690881932,0/0/0_0:0:0.0,119
691901933,0/0/0_0:0:0.0,119
692921922,0/0/0_0:0:0.0,119
693931931,0/0/0_0:0:0.0,119
694941934,0/0/0_0:0:0.0,119
695951918,0/0/0_0:0:0.0,119
696971938,0/0/0_0:0:0.0,119
697991929,0/0/0_0:0:0.0,119
699001932,0/0/0_0:0:0.0,119
700011921,0/0/0_0:0:0.0,119
701021932,0/0/0_0:0:0.0,119
702031935,0/0/0_0:0:0.0,119
703051916,0/0/0_0:0:0.0,119
704071931,0/0/0_0:0:0.0,119
705081934,0/0/0_0:0:0.0,119
706411916,0/0/0_0:0:0.0,119
707421929,0/0/0_0:0:0.0,119
708441936,0/0/0_0:0:0.0,119
709451918,0/0/0_0:0:0.0,119
710461934,0/0/0_0:0:0.0,119
711471932,0/0/0_0:0:0.0,119
712481917,0/0/0_0:0:0.0,119
713501931,0/0/0_0:0:0.0,119
714511937,0/0/0_0:0:0.0,119
715531921,0/0/0_0:0:0.0,119
716551934,0/0/0_0:0:0.0,119
717557797,0/0/0_0:0:0.0,119
718571918,0/0/0_0:0:0.0,119
719581934,0/0/0_0:0:0.0,119
720601936,0/0/0_0:0:0.0,119
721621934,0/0/0_0:0:0.0,119
722631934,0/0/0_0:0:0.0,119
723651918,0/0/0_0:0:0.0,119
724661934,0/0/0_0:0:0.0,119
725681932,0/0/0_0:0:0.0,119
726691920,0/0/0_0:0:0.0,119
727711936,0/0/0_0:0:0.0,119
728731936,0/0/0_0:0:0.0,119
729741934,0/0/0_0:0:0.0,119
730761919,0/0/0_0:0:0.0,118
731781934,0/0/0_0:0:0.0,118
732791934,0/0/0_0:0:0.0,118
733811932,0/0/0_0:0:0.0,119
734831916,0/0/0_0:0:0.0,119
735851932,0/0/0_0:0:0.0,118
736871923,0/0/0_0:0:0.0,118
737891934,0/0/0_0:0:0.0,118
738911918,0/0/0_0:0:0.0,118
739931934,0/0/0_0:0:0.0,118
740951934,0/0/0_0:0:0.0,118
741961936,0/0/0_0:0:0.0,118
742981919,0/0/0_0:0:0.0,118
744001934,0/0/0_0:0:0.0,118
745021918,0/0/0_0:0:0.0,118
746041914,0/0/0_0:0:0.0,118
747061932,0/0/0_0:0:0.0,118
748081934,0/0/0_0:0:0.0,118
749091934,0/0/0_0:0:0.0,118
750111920,0/0/0_0:0:0.0,118
751131934,0/0/0_0:0:0.0,118
752151934,0/0/0_0:0:0.0,118
753171916,0/0/0_0:0:0.0,118
754191934,0/0/0_0:0:0.0,118
755211934,0/0/0_0:0:0.0,118
756231932,0/0/0_0:0:0.0,118
757241918,0/0/0_0:0:0.0,118
758251934,0/0/0_0:0:0.0,118
759271916,0/0/0_0:0:0.0,118
760291934,0/0/0_0:0:0.0,118
761311923,0/0/0_0:0:0.0,118
762351937,0/0/0_0:0:0.0,118
763371931,0/0/0_0:0:0.0,118
764381920,0/0/0_0:0:0.0,118
765401932,0/0/0_0:0:0.0,118
Time, Global Time,Voltage
µsec, lmao,V
1, 1,1.0000000
1000000, 1,10
942349,0/0/0_0:0:0.0,118
1951937,0/0/0_0:0:0.0,118
2971930,0/0/0_0:0:0.0,118
3991936,0/0/0_0:0:0.0,118
5011935,0/0/0_0:0:0.0,118
6021931,0/0/0_0:0:0.0,118
7031936,0/0/0_0:0:0.0,118
8051934,0/0/0_0:0:0.0,118
9071932,0/0/0_0:0:0.0,118
10081934,0/0/0_0:0:0.0,118
11101928,0/0/0_0:0:0.0,118
12121932,0/0/0_0:0:0.0,118
13131925,0/0/0_0:0:0.0,118
14151938,0/0/0_0:0:0.0,117
15161938,0/0/0_0:0:0.0,117
16181938,0/0/0_0:0:0.0,117
17191927,0/0/0_0:0:0.0,118
18211933,0/0/0_0:0:0.0,118
19231924,0/0/0_0:0:0.0,117
20251929,0/0/0_0:0:0.0,118
21261936,0/0/0_0:0:0.0,117
22281942,0/0/0_0:0:0.0,117
23301939,0/0/0_0:0:0.0,117
24321944,0/0/0_0:0:0.0,117
25341938,0/0/0_0:0:0.0,117
26641932,0/0/0_0:0:0.0,117
27651934,0/0/0_0:0:0.0,117
28661925,0/0/0_0:0:0.0,117
29681927,0/0/0_0:0:0.0,117
30701928,0/0/0_0:0:0.0,117
31721934,0/0/0_0:0:0.0,117
32741934,0/0/0_0:0:0.0,117
33761929,0/0/0_0:0:0.0,117
34781937,0/0/0_0:0:0.0,117
Time, Global Time,Voltage
µsec, lmao,V
1, 1,1.0000000
1000000, 1,10
939928,0/0/0_0:0:0.0,120
1951918,0/0/0_0:0:0.0,120
2971914,0/0/0_0:0:0.0,121
3981907,0/0/0_0:0:0.0,121
4991913,0/0/0_0:0:0.0,121
6011909,0/0/0_0:0:0.0,121
7031921,0/0/0_0:0:0.0,121
8051913,0/0/0_0:0:0.0,121
9061900,0/0/0_0:0:0.0,121
10071913,0/0/0_0:0:0.0,121
11091919,0/0/0_0:0:0.0,121
12101913,0/0/0_0:0:0.0,121
13121914,0/0/0_0:0:0.0,121
14141918,0/0/0_0:0:0.0,121
15161913,0/0/0_0:0:0.0,121
16181912,0/0/0_0:0:0.0,122
17201915,0/0/0_0:0:0.0,122
18221904,0/0/0_0:0:0.0,122
19241910,0/0/0_0:0:0.0,122
20271912,0/0/0_0:0:0.0,122
21291915,0/0/0_0:0:0.0,122
22311906,0/0/0_0:0:0.0,122
23331916,0/0/0_0:0:0.0,122
24341921,0/0/0_0:0:0.0,123
25361910,0/0/0_0:0:0.0,123
26381910,0/0/0_0:0:0.0,122
27397813,0/0/0_0:0:0.0,123
28411907,0/0/0_0:0:0.0,123
29431907,0/0/0_0:0:0.0,123
30451917,0/0/0_0:0:0.0,123
31471917,0/0/0_0:0:0.0,123
32491910,0/0/0_0:0:0.0,123
33511916,0/0/0_0:0:0.0,123
34531916,0/0/0_0:0:0.0,123
35551907,0/0/0_0:0:0.0,123
36571919,0/0/0_0:0:0.0,123
37591915,0/0/0_0:0:0.0,123
38611907,0/0/0_0:0:0.0,123
39651916,0/0/0_0:0:0.0,124
40691919,0/0/0_0:0:0.0,124
41731902,0/0/0_0:0:0.0,124
42791904,0/0/0_0:0:0.0,124
43811920,0/0/0_0:0:0.0,124
44831915,0/0/0_0:0:0.0,124
45851905,0/0/0_0:0:0.0,124
46871918,0/0/0_0:0:0.0,124
47891914,0/0/0_0:0:0.0,124
48911910,0/0/0_0:0:0.0,124
49931911,0/0/0_0:0:0.0,124
50951917,0/0/0_0:0:0.0,124
51971905,0/0/0_0:0:0.0,124
52991915,0/0/0_0:0:0.0,124
54001914,0/0/0_0:0:0.0,124
55021911,0/0/0_0:0:0.0,124
56041916,0/0/0_0:0:0.0,124
57051918,0/0/0_0:0:0.0,124
58071906,0/0/0_0:0:0.0,124
59091907,0/0/0_0:0:0.0,125
60111914,0/0/0_0:0:0.0,125
61131905,0/0/0_0:0:0.0,125
62151907,0/0/0_0:0:0.0,125
63171914,0/0/0_0:0:0.0,125
64191900,0/0/0_0:0:0.0,125
65211912,0/0/0_0:0:0.0,125
66231911,0/0/0_0:0:0.0,125
67251905,0/0/0_0:0:0.0,125
68267890,0/0/0_0:0:0.0,125
69281914,0/0/0_0:0:0.0,125
70301907,0/0/0_0:0:0.0,125
71321914,0/0/0_0:0:0.0,125
72341914,0/0/0_0:0:0.0,125
73361907,0/0/0_0:0:0.0,125
74381907,0/0/0_0:0:0.0,125
75401907,0/0/0_0:0:0.0,125
76421912,0/0/0_0:0:0.0,125
77831914,0/0/0_0:0:0.0,125
78851909,0/0/0_0:0:0.0,125
79871912,0/0/0_0:0:0.0,125
80891919,0/0/0_0:0:0.0,125
81911902,0/0/0_0:0:0.0,125
82931907,0/0/0_0:0:0.0,126
83951914,0/0/0_0:0:0.0,126
84971907,0/0/0_0:0:0.0,125
85991902,0/0/0_0:0:0.0,126
87011914,0/0/0_0:0:0.0,126
88031909,0/0/0_0:0:0.0,101
89051912,0/0/0_0:0:0.0,110
90071912,0/0/0_0:0:0.0,121
91091914,0/0/0_0:0:0.0,123
92111905,0/0/0_0:0:0.0,123
93131914,0/0/0_0:0:0.0,124
94151906,0/0/0_0:0:0.0,123
95171901,0/0/0_0:0:0.0,124
96191912,0/0/0_0:0:0.0,124
97211905,0/0/0_0:0:0.0,123
98231907,0/0/0_0:0:0.0,124
99251907,0/0/0_0:0:0.0,124
100271915,0/0/0_0:0:0.0,123
101291909,0/0/0_0:0:0.0,124
102311910,0/0/0_0:0:0.0,124
103331911,0/0/0_0:0:0.0,124
104351912,0/0/0_0:0:0.0,124
105371914,0/0/0_0:0:0.0,124
106391914,0/0/0_0:0:0.0,124
107411913,0/0/0_0:0:0.0,124
108431914,0/0/0_0:0:0.0,124
109451905,0/0/0_0:0:0.0,124
110471908,0/0/0_0:0:0.0,124
111491905,0/0/0_0:0:0.0,124
112511912,0/0/0_0:0:0.0,124
113531912,0/0/0_0:0:0.0,124
114551910,0/0/0_0:0:0.0,124
115571905,0/0/0_0:0:0.0,124
116591903,0/0/0_0:0:0.0,124
117611912,0/0/0_0:0:0.0,124
118631914,0/0/0_0:0:0.0,124
119651914,0/0/0_0:0:0.0,124
120671903,0/0/0_0:0:0.0,124
121691914,0/0/0_0:0:0.0,125
122711912,0/0/0_0:0:0.0,125
123731912,0/0/0_0:0:0.0,125
124751903,0/0/0_0:0:0.0,125
125771901,0/0/0_0:0:0.0,125
126791913,0/0/0_0:0:0.0,125
127811912,0/0/0_0:0:0.0,124
128831897,0/0/0_0:0:0.0,124
129851918,0/0/0_0:0:0.0,124
130871914,0/0/0_0:0:0.0,124
131891912,0/0/0_0:0:0.0,123
132941912,0/0/0_0:0:0.0,123
133961914,0/0/0_0:0:0.0,124
134981912,0/0/0_0:0:0.0,124
136001908,0/0/0_0:0:0.0,124
137021898,0/0/0_0:0:0.0,123
138041903,0/0/0_0:0:0.0,123
139061914,0/0/0_0:0:0.0,123
140081911,0/0/0_0:0:0.0,123
141101912,0/0/0_0:0:0.0,123
142121917,0/0/0_0:0:0.0,123
143141911,0/0/0_0:0:0.0,123
144161897,0/0/0_0:0:0.0,123
145181912,0/0/0_0:0:0.0,123
146201895,0/0/0_0:0:0.0,123
147221912,0/0/0_0:0:0.0,123
148241912,0/0/0_0:0:0.0,123
149261911,0/0/0_0:0:0.0,123
150281912,0/0/0_0:0:0.0,123
151301897,0/0/0_0:0:0.0,122
152321914,0/0/0_0:0:0.0,122
153341893,0/0/0_0:0:0.0,122
154361914,0/0/0_0:0:0.0,121
155381916,0/0/0_0:0:0.0,121
156401912,0/0/0_0:0:0.0,120
157421912,0/0/0_0:0:0.0,121
158441914,0/0/0_0:0:0.0,122
159461914,0/0/0_0:0:0.0,122
160711914,0/0/0_0:0:0.0,122
161731912,0/0/0_0:0:0.0,122
162751907,0/0/0_0:0:0.0,122
163771914,0/0/0_0:0:0.0,122
164791895,0/0/0_0:0:0.0,122
165811909,0/0/0_0:0:0.0,122
166831914,0/0/0_0:0:0.0,122
167851906,0/0/0_0:0:0.0,121
168871912,0/0/0_0:0:0.0,122
169891916,0/0/0_0:0:0.0,122
170911912,0/0/0_0:0:0.0,121
171931912,0/0/0_0:0:0.0,121
172951911,0/0/0_0:0:0.0,120
173971895,0/0/0_0:0:0.0,121
174991912,0/0/0_0:0:0.0,121
176011911,0/0/0_0:0:0.0,121
177031914,0/0/0_0:0:0.0,121
178051897,0/0/0_0:0:0.0,122
179071914,0/0/0_0:0:0.0,121
180091903,0/0/0_0:0:0.0,122
181111908,0/0/0_0:0:0.0,122
182131897,0/0/0_0:0:0.0,121
183151912,0/0/0_0:0:0.0,121
184171912,0/0/0_0:0:0.0,121
185191914,0/0/0_0:0:0.0,121
186211912,0/0/0_0:0:0.0,121
187231913,0/0/0_0:0:0.0,121
188251910,0/0/0_0:0:0.0,120
189271897,0/0/0_0:0:0.0,119
190291912,0/0/0_0:0:0.0,120
191311895,0/0/0_0:0:0.0,120
192331916,0/0/0_0:0:0.0,120
193351896,0/0/0_0:0:0.0,121
194367780,0/0/0_0:0:0.0,121
195381895,0/0/0_0:0:0.0,121
196401897,0/0/0_0:0:0.0,121
197421895,0/0/0_0:0:0.0,121
198441914,0/0/0_0:0:0.0,121
199461898,0/0/0_0:0:0.0,120
200481910,0/0/0_0:0:0.0,120
201501914,0/0/0_0:0:0.0,120
202521895,0/0/0_0:0:0.0,120
203541914,0/0/0_0:0:0.0,119
204561912,0/0/0_0:0:0.0,120
205581914,0/0/0_0:0:0.0,119
206601912,0/0/0_0:0:0.0,120
207621914,0/0/0_0:0:0.0,120
208641912,0/0/0_0:0:0.0,120
209657587,0/0/0_0:0:0.0,120
210671914,0/0/0_0:0:0.0,120
211691912,0/0/0_0:0:0.0,120
212711917,0/0/0_0:0:0.0,119
213731914,0/0/0_0:0:0.0,118
214751914,0/0/0_0:0:0.0,119
216011897,0/0/0_0:0:0.0,119
217031899,0/0/0_0:0:0.0,119
218051915,0/0/0_0:0:0.0,120
219071909,0/0/0_0:0:0.0,120
220091912,0/0/0_0:0:0.0,120
221111895,0/0/0_0:0:0.0,121
222131895,0/0/0_0:0:0.0,120
223151909,0/0/0_0:0:0.0,120
224171914,0/0/0_0:0:0.0,120
225191917,0/0/0_0:0:0.0,120
226211895,0/0/0_0:0:0.0,118
227231914,0/0/0_0:0:0.0,118
228251914,0/0/0_0:0:0.0,119
229271912,0/0/0_0:0:0.0,119
230291912,0/0/0_0:0:0.0,119
231311915,0/0/0_0:0:0.0,119
232331910,0/0/0_0:0:0.0,120
233351895,0/0/0_0:0:0.0,120
234371912,0/0/0_0:0:0.0,119
235391916,0/0/0_0:0:0.0,120
236411914,0/0/0_0:0:0.0,120
237431912,0/0/0_0:0:0.0,120
238451897,0/0/0_0:0:0.0,119
239471897,0/0/0_0:0:0.0,119
240491914,0/0/0_0:0:0.0,120
241511916,0/0/0_0:0:0.0,120
242531914,0/0/0_0:0:0.0,120
243551910,0/0/0_0:0:0.0,120
244571912,0/0/0_0:0:0.0,120
245591907,0/0/0_0:0:0.0,120
246611915,0/0/0_0:0:0.0,120
247631912,0/0/0_0:0:0.0,119
248651914,0/0/0_0:0:0.0,119
249671912,0/0/0_0:0:0.0,120
250691912,0/0/0_0:0:0.0,119
251707405,0/0/0_0:0:0.0,119
252721904,0/0/0_0:0:0.0,119
253741912,0/0/0_0:0:0.0,119
254761912,0/0/0_0:0:0.0,119
255781912,0/0/0_0:0:0.0,119
256801912,0/0/0_0:0:0.0,119
257821913,0/0/0_0:0:0.0,119
258841912,0/0/0_0:0:0.0,119
259861899,0/0/0_0:0:0.0,119
260881912,0/0/0_0:0:0.0,118
261901897,0/0/0_0:0:0.0,118
262921911,0/0/0_0:0:0.0,118
263941897,0/0/0_0:0:0.0,118
264961910,0/0/0_0:0:0.0,118
265977375,0/0/0_0:0:0.0,119
266991905,0/0/0_0:0:0.0,119
268011919,0/0/0_0:0:0.0,119
269031912,0/0/0_0:0:0.0,118
270051903,0/0/0_0:0:0.0,118
271231909,0/0/0_0:0:0.0,118
272251912,0/0/0_0:0:0.0,113
273271897,0/0/0_0:0:0.0,119
274291914,0/0/0_0:0:0.0,118
275311897,0/0/0_0:0:0.0,118
276331914,0/0/0_0:0:0.0,118
277351914,0/0/0_0:0:0.0,118
278371914,0/0/0_0:0:0.0,118
279391904,0/0/0_0:0:0.0,117
280411904,0/0/0_0:0:0.0,117
281431914,0/0/0_0:0:0.0,118
282451916,0/0/0_0:0:0.0,118
283471914,0/0/0_0:0:0.0,118
284491912,0/0/0_0:0:0.0,118
285511916,0/0/0_0:0:0.0,117
286531912,0/0/0_0:0:0.0,118
287551914,0/0/0_0:0:0.0,118
288571912,0/0/0_0:0:0.0,118
289591905,0/0/0_0:0:0.0,119
290611914,0/0/0_0:0:0.0,117
291631903,0/0/0_0:0:0.0,117
292651905,0/0/0_0:0:0.0,118
293671910,0/0/0_0:0:0.0,118
294691914,0/0/0_0:0:0.0,118
295711914,0/0/0_0:0:0.0,118
296731908,0/0/0_0:0:0.0,118
297751914,0/0/0_0:0:0.0,117
298771910,0/0/0_0:0:0.0,117
299791914,0/0/0_0:0:0.0,116
300811912,0/0/0_0:0:0.0,117
301831912,0/0/0_0:0:0.0,117
302851903,0/0/0_0:0:0.0,117
303871910,0/0/0_0:0:0.0,117
304891914,0/0/0_0:0:0.0,117
305911903,0/0/0_0:0:0.0,117
306931903,0/0/0_0:0:0.0,116
307951914,0/0/0_0:0:0.0,116
308971903,0/0/0_0:0:0.0,116
309991917,0/0/0_0:0:0.0,117
311011914,0/0/0_0:0:0.0,116
312031916,0/0/0_0:0:0.0,117
313071913,0/0/0_0:0:0.0,116
314141864,0/0/0_0:0:0.0,117
315181916,0/0/0_0:0:0.0,117
316201914,0/0/0_0:0:0.0,117
317221912,0/0/0_0:0:0.0,116
318241914,0/0/0_0:0:0.0,117
319261903,0/0/0_0:0:0.0,116
320281916,0/0/0_0:0:0.0,116
321301914,0/0/0_0:0:0.0,116
322316938,0/0/0_0:0:0.0,116
323331914,0/0/0_0:0:0.0,116
324351914,0/0/0_0:0:0.0,116
325462230,0/0/0_0:0:0.0,116
326711914,0/0/0_0:0:0.0,116
327731895,0/0/0_0:0:0.0,116
328751912,0/0/0_0:0:0.0,116
329771912,0/0/0_0:0:0.0,116
330791910,0/0/0_0:0:0.0,117
331811912,0/0/0_0:0:0.0,116
332831899,0/0/0_0:0:0.0,116
333851899,0/0/0_0:0:0.0,115
334871914,0/0/0_0:0:0.0,116
335891914,0/0/0_0:0:0.0,114
336911919,0/0/0_0:0:0.0,115
337931897,0/0/0_0:0:0.0,116
338951914,0/0/0_0:0:0.0,116
339971906,0/0/0_0:0:0.0,116
340991912,0/0/0_0:0:0.0,116
342011914,0/0/0_0:0:0.0,116
343031912,0/0/0_0:0:0.0,115
344051899,0/0/0_0:0:0.0,116
345071910,0/0/0_0:0:0.0,116
346101912,0/0/0_0:0:0.0,116
347121905,0/0/0_0:0:0.0,116
348141912,0/0/0_0:0:0.0,116
349161903,0/0/0_0:0:0.0,116
350181916,0/0/0_0:0:0.0,116
351201905,0/0/0_0:0:0.0,116
352221914,0/0/0_0:0:0.0,116
353241915,0/0/0_0:0:0.0,116
354261916,0/0/0_0:0:0.0,116
355281916,0/0/0_0:0:0.0,116
356301912,0/0/0_0:0:0.0,116
357321905,0/0/0_0:0:0.0,116
358341912,0/0/0_0:0:0.0,116
359361907,0/0/0_0:0:0.0,116
360381910,0/0/0_0:0:0.0,115
361401912,0/0/0_0:0:0.0,114
362421916,0/0/0_0:0:0.0,114
363441912,0/0/0_0:0:0.0,115
364461897,0/0/0_0:0:0.0,115
365481905,0/0/0_0:0:0.0,115
366501919,0/0/0_0:0:0.0,88
367521912,0/0/0_0:0:0.0,123
368541903,0/0/0_0:0:0.0,123
369561903,0/0/0_0:0:0.0,124
370581913,0/0/0_0:0:0.0,123
371601914,0/0/0_0:0:0.0,123
372621903,0/0/0_0:0:0.0,124
373641907,0/0/0_0:0:0.0,122
374661914,0/0/0_0:0:0.0,118
375681905,0/0/0_0:0:0.0,118
376701912,0/0/0_0:0:0.0,118
377721914,0/0/0_0:0:0.0,117
378741909,0/0/0_0:0:0.0,117
379761919,0/0/0_0:0:0.0,117
380781905,0/0/0_0:0:0.0,116
382161916,0/0/0_0:0:0.0,116
383181899,0/0/0_0:0:0.0,114
384201898,0/0/0_0:0:0.0,115
385221921,0/0/0_0:0:0.0,114
386241911,0/0/0_0:0:0.0,114
387261917,0/0/0_0:0:0.0,115
388281905,0/0/0_0:0:0.0,116
389301905,0/0/0_0:0:0.0,115
390321905,0/0/0_0:0:0.0,116
391341917,0/0/0_0:0:0.0,115
392361901,0/0/0_0:0:0.0,116
393381905,0/0/0_0:0:0.0,116
394401914,0/0/0_0:0:0.0,115
395421905,0/0/0_0:0:0.0,115
396441916,0/0/0_0:0:0.0,116
397461914,0/0/0_0:0:0.0,116
398481915,0/0/0_0:0:0.0,116
399501912,0/0/0_0:0:0.0,116
400521903,0/0/0_0:0:0.0,116
401541912,0/0/0_0:0:0.0,116
402561897,0/0/0_0:0:0.0,116
403581912,0/0/0_0:0:0.0,116
404601914,0/0/0_0:0:0.0,115
405621903,0/0/0_0:0:0.0,116
406641905,0/0/0_0:0:0.0,116
407661914,0/0/0_0:0:0.0,116
408681905,0/0/0_0:0:0.0,116
409701904,0/0/0_0:0:0.0,116
410721913,0/0/0_0:0:0.0,115
411741902,0/0/0_0:0:0.0,117
412761904,0/0/0_0:0:0.0,117
413781911,0/0/0_0:0:0.0,117
414801911,0/0/0_0:0:0.0,117
415821911,0/0/0_0:0:0.0,117
416841905,0/0/0_0:0:0.0,117
417861909,0/0/0_0:0:0.0,117
418881913,0/0/0_0:0:0.0,117
419901908,0/0/0_0:0:0.0,117
420921913,0/0/0_0:0:0.0,117
421941913,0/0/0_0:0:0.0,117
422961911,0/0/0_0:0:0.0,117
Time, Global Time,Voltage
µsec, lmao,V
1, 1,1.0000000
1000000, 1,10
950419,0/0/0_0:0:0.0,120
1961944,0/0/0_0:0:0.0,120
2981933,0/0/0_0:0:0.0,120
4001948,0/0/0_0:0:0.0,120
5021937,0/0/0_0:0:0.0,120
6041944,0/0/0_0:0:0.0,120
7061937,0/0/0_0:0:0.0,121
8081944,0/0/0_0:0:0.0,121
9101939,0/0/0_0:0:0.0,121
10121939,0/0/0_0:0:0.0,121
11141942,0/0/0_0:0:0.0,121
12161944,0/0/0_0:0:0.0,121
13181937,0/0/0_0:0:0.0,122
14201937,0/0/0_0:0:0.0,122
15231936,0/0/0_0:0:0.0,122
16251944,0/0/0_0:0:0.0,122
17271942,0/0/0_0:0:0.0,122
18291937,0/0/0_0:0:0.0,122
19311937,0/0/0_0:0:0.0,122
20327390,0/0/0_0:0:0.0,122
21341942,0/0/0_0:0:0.0,118
22361932,0/0/0_0:0:0.0,118
23381940,0/0/0_0:0:0.0,118
24401942,0/0/0_0:0:0.0,118
25421942,0/0/0_0:0:0.0,118
26441937,0/0/0_0:0:0.0,118
27461945,0/0/0_0:0:0.0,118
28481937,0/0/0_0:0:0.0,118
29501935,0/0/0_0:0:0.0,118
30521935,0/0/0_0:0:0.0,118
31541944,0/0/0_0:0:0.0,118
32561937,0/0/0_0:0:0.0,118
33581944,0/0/0_0:0:0.0,118
34601942,0/0/0_0:0:0.0,118
35621944,0/0/0_0:0:0.0,118
36641930,0/0/0_0:0:0.0,118
37661935,0/0/0_0:0:0.0,118
38681947,0/0/0_0:0:0.0,118
39701941,0/0/0_0:0:0.0,118
40731944,0/0/0_0:0:0.0,118
41751942,0/0/0_0:0:0.0,118
42771930,0/0/0_0:0:0.0,118
43791935,0/0/0_0:0:0.0,118
44811928,0/0/0_0:0:0.0,118
45827912,0/0/0_0:0:0.0,118
46841944,0/0/0_0:0:0.0,117
47861939,0/0/0_0:0:0.0,118
48881942,0/0/0_0:0:0.0,117
49901942,0/0/0_0:0:0.0,117
50921928,0/0/0_0:0:0.0,117
51941945,0/0/0_0:0:0.0,117
52961942,0/0/0_0:0:0.0,117
53981949,0/0/0_0:0:0.0,117
55001945,0/0/0_0:0:0.0,117
56021942,0/0/0_0:0:0.0,117
57041942,0/0/0_0:0:0.0,117
58061928,0/0/0_0:0:0.0,117
59081942,0/0/0_0:0:0.0,117
60101945,0/0/0_0:0:0.0,117
61121934,0/0/0_0:0:0.0,117
62141946,0/0/0_0:0:0.0,117
63161943,0/0/0_0:0:0.0,117
64181946,0/0/0_0:0:0.0,117
65201944,0/0/0_0:0:0.0,117
66221942,0/0/0_0:0:0.0,117
67241942,0/0/0_0:0:0.0,117
68261928,0/0/0_0:0:0.0,117
69281928,0/0/0_0:0:0.0,117
70301944,0/0/0_0:0:0.0,117
71321944,0/0/0_0:0:0.0,117
72341926,0/0/0_0:0:0.0,117
73361940,0/0/0_0:0:0.0,117
74381928,0/0/0_0:0:0.0,117
75401945,0/0/0_0:0:0.0,117
76421944,0/0/0_0:0:0.0,117
77441930,0/0/0_0:0:0.0,117
78461926,0/0/0_0:0:0.0,117
79481933,0/0/0_0:0:0.0,117
80501944,0/0/0_0:0:0.0,117
81521945,0/0/0_0:0:0.0,117
82541939,0/0/0_0:0:0.0,117
83561944,0/0/0_0:0:0.0,119
84581928,0/0/0_0:0:0.0,120
85601942,0/0/0_0:0:0.0,120
86621944,0/0/0_0:0:0.0,120
87641940,0/0/0_0:0:0.0,120
88661926,0/0/0_0:0:0.0,121
89681944,0/0/0_0:0:0.0,121
90701930,0/0/0_0:0:0.0,121
91721944,0/0/0_0:0:0.0,121
92741944,0/0/0_0:0:0.0,121
93761929,0/0/0_0:0:0.0,121
94781926,0/0/0_0:0:0.0,121
95801928,0/0/0_0:0:0.0,122
96821928,0/0/0_0:0:0.0,122
97841931,0/0/0_0:0:0.0,122
98861928,0/0/0_0:0:0.0,122
99881933,0/0/0_0:0:0.0,122
101201942,0/0/0_0:0:0.0,122
102221944,0/0/0_0:0:0.0,122
103241927,0/0/0_0:0:0.0,122
104261942,0/0/0_0:0:0.0,122
105281942,0/0/0_0:0:0.0,123
106301942,0/0/0_0:0:0.0,123
107321944,0/0/0_0:0:0.0,123
108341944,0/0/0_0:0:0.0,123
109361929,0/0/0_0:0:0.0,123
110381944,0/0/0_0:0:0.0,123
111401942,0/0/0_0:0:0.0,123
112421944,0/0/0_0:0:0.0,123
113441944,0/0/0_0:0:0.0,123
114461939,0/0/0_0:0:0.0,123
115481926,0/0/0_0:0:0.0,123
116501932,0/0/0_0:0:0.0,123
117521942,0/0/0_0:0:0.0,123
118541924,0/0/0_0:0:0.0,123
119561942,0/0/0_0:0:0.0,124
120581942,0/0/0_0:0:0.0,124
121601926,0/0/0_0:0:0.0,124
122621933,0/0/0_0:0:0.0,124
123641946,0/0/0_0:0:0.0,124
124661926,0/0/0_0:0:0.0,124
125681942,0/0/0_0:0:0.0,124
126701947,0/0/0_0:0:0.0,124
127721930,0/0/0_0:0:0.0,124
128741939,0/0/0_0:0:0.0,124
129761944,0/0/0_0:0:0.0,124
130791926,0/0/0_0:0:0.0,124
131811941,0/0/0_0:0:0.0,124
132831942,0/0/0_0:0:0.0,124
133851928,0/0/0_0:0:0.0,124
134871944,0/0/0_0:0:0.0,124
135891926,0/0/0_0:0:0.0,124
136911930,0/0/0_0:0:0.0,125
137931944,0/0/0_0:0:0.0,125
